role,source_file,source_id,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25,pixel_26,pixel_27,pixel_28,pixel_29,pixel_30,pixel_31,pixel_32,pixel_33,pixel_34,pixel_35,pixel_36,pixel_37,pixel_38,pixel_39,pixel_40,pixel_41,pixel_42,pixel_43,pixel_44,pixel_45,pixel_46,pixel_47,pixel_48,pixel_49,pixel_50,pixel_51,pixel_52,pixel_53,pixel_54,pixel_55,pixel_56,pixel_57,pixel_58,pixel_59,pixel_60,pixel_61,pixel_62,pixel_63,label
assessment,optdigits.tes,433,0,0,3,8,9,11,14,1,0,0,9,16,16,16,13,0,0,0,16,5,8,0,0,0,0,4,16,16,16,6,0,0,0,2,9,2,9,10,0,0,0,0,0,0,8,8,0,0,0,0,8,12,13,5,0,0,0,0,5,13,10,1,0,0,5
assessment,optdigits.tes,1644,0,0,7,12,15,6,0,0,0,14,16,15,6,0,0,0,0,16,16,13,0,0,0,0,0,10,16,14,8,0,0,0,0,0,2,8,13,0,0,0,0,0,0,10,15,0,0,0,0,0,4,13,15,0,0,0,0,0,7,16,7,0,0,0,5
assessment,optdigits.tes,1448,0,0,14,12,12,12,6,0,0,2,15,8,8,8,4,0,0,5,12,0,0,0,0,0,0,8,16,12,11,7,0,0,0,1,4,4,9,15,7,0,0,0,0,0,0,8,8,0,0,1,11,4,5,14,7,0,0,0,12,16,16,8,1,0,5
assessment,optdigits.tes,1518,0,0,9,12,12,13,7,0,0,0,15,5,5,4,2,0,0,4,15,10,4,0,0,0,0,2,11,11,15,11,0,0,0,0,0,0,0,10,5,0,0,0,0,0,0,7,7,0,0,5,11,4,5,14,1,0,0,0,9,16,13,3,0,0,5
assessment,optdigits.tes,1701,0,0,4,9,12,16,8,0,0,0,15,15,8,8,2,0,0,4,16,11,4,1,0,0,0,8,16,16,16,14,0,0,0,0,11,9,8,16,0,0,0,0,0,0,7,16,0,0,0,0,0,8,16,12,0,0,0,0,3,13,9,1,0,0,5
assessment,optdigits.tes,749,0,0,10,16,16,13,0,0,0,4,16,15,12,4,0,0,0,8,16,4,0,0,0,0,0,4,16,11,6,1,0,0,0,0,8,16,16,13,2,0,0,0,0,1,7,14,12,0,0,0,0,6,13,16,10,0,0,0,12,16,14,6,0,0,5
assessment,optdigits.tes,164,0,6,16,16,16,15,10,0,0,9,16,13,8,6,5,0,0,12,16,1,0,0,0,0,0,10,16,7,0,0,0,0,0,3,15,15,3,0,0,0,0,0,3,16,13,0,0,0,0,1,5,16,9,0,0,0,0,9,16,11,0,0,0,0,5
assessment,optdigits.tes,693,0,0,8,12,16,16,9,0,0,4,16,16,13,9,2,0,0,11,14,4,0,0,0,0,0,7,15,10,1,0,0,0,0,0,12,16,13,1,0,0,0,0,0,4,16,4,0,0,0,0,5,10,16,3,0,0,0,0,9,16,10,0,0,0,5
assessment,optdigits.tes,974,0,0,12,12,14,15,1,0,0,1,15,11,6,5,0,0,0,6,15,12,4,0,0,0,0,6,11,8,13,6,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,9,3,0,0,2,6,1,6,14,3,0,0,1,11,16,13,8,0,0,5
fit,optdigits.tra,1659,0,0,0,6,14,9,0,0,0,0,8,15,8,2,0,0,0,3,15,9,0,0,0,0,0,7,15,0,0,0,0,0,0,7,16,4,6,3,0,0,0,1,16,15,12,15,5,0,0,0,7,14,6,11,14,0,0,0,0,5,13,15,8,0,6
fit,optdigits.tra,2269,0,0,0,5,12,0,0,0,0,0,5,16,14,2,0,0,0,0,15,15,1,0,0,0,0,2,16,9,0,0,0,0,0,0,16,10,13,15,4,0,0,0,13,16,16,16,15,1,0,0,5,16,16,13,16,4,0,0,0,5,14,16,12,0,6
fit,optdigits.tra,972,0,0,0,9,10,0,0,0,0,0,6,16,7,0,0,0,0,0,15,7,0,0,0,0,0,3,16,2,0,0,0,0,0,5,16,16,16,7,0,0,0,2,16,12,10,16,4,0,0,0,8,15,9,14,7,0,0,0,0,7,14,16,3,0,6
fit,optdigits.tra,685,0,0,0,9,13,0,0,0,0,0,5,16,16,4,0,0,0,0,15,15,7,0,0,0,0,1,16,13,0,0,0,0,0,3,16,15,16,16,6,0,0,1,14,16,16,16,15,1,0,0,8,16,13,14,16,1,0,0,0,7,12,12,6,0,6
fit,optdigits.tra,3290,0,0,1,13,3,0,0,0,0,0,11,13,0,0,0,0,0,0,14,5,0,0,0,0,0,0,16,0,0,0,0,0,0,2,16,16,16,15,4,0,0,1,16,10,4,8,13,0,0,0,10,13,1,5,14,0,0,0,0,13,16,16,8,0,6
fit,optdigits.tra,2924,0,0,2,13,7,0,0,0,0,0,12,14,4,0,0,0,0,0,15,3,0,0,0,0,0,6,14,2,6,0,0,0,0,7,16,16,16,13,1,0,0,4,16,8,1,12,10,0,0,1,12,9,4,9,15,0,0,0,2,11,16,15,4,0,6
fit,optdigits.tra,144,0,0,1,14,4,0,0,0,0,0,6,15,2,0,0,0,0,0,12,8,0,0,0,0,0,0,12,4,0,0,0,0,0,2,16,13,12,9,0,0,0,5,16,11,8,15,10,0,0,0,13,9,4,9,11,0,0,0,3,11,14,13,4,0,6
fit,optdigits.tra,2742,0,0,5,14,3,0,0,0,0,0,15,15,3,0,0,0,0,2,16,4,0,0,0,0,0,4,16,4,3,1,0,0,0,6,16,9,16,15,3,0,0,4,16,16,9,13,11,0,0,0,14,15,5,16,6,0,0,0,4,14,14,9,0,0,6
fit,optdigits.tra,922,0,0,0,7,12,2,0,0,0,1,10,16,15,6,0,0,0,0,15,13,1,0,0,0,0,2,16,8,0,0,0,0,0,2,16,11,12,9,0,0,0,2,16,14,10,14,10,0,0,0,11,15,8,11,16,1,0,0,1,9,16,16,13,1,6
fit,optdigits.tra,1792,0,0,4,15,3,0,0,0,0,0,8,16,1,0,0,0,0,0,14,13,0,0,0,0,0,3,16,10,4,3,0,0,0,8,16,16,16,16,5,0,0,8,16,6,4,14,8,0,0,5,16,11,8,16,5,0,0,0,6,15,16,11,0,0,6
fit,optdigits.tra,3039,0,0,0,9,13,3,0,0,0,0,9,14,14,4,0,0,0,1,14,13,0,0,0,0,0,4,16,6,0,0,0,0,0,4,16,6,4,2,0,0,0,2,16,16,16,15,2,0,0,0,7,16,13,16,10,0,0,0,0,7,13,10,5,0,6
fit,optdigits.tra,3370,0,0,0,12,15,2,0,0,0,0,7,16,7,1,0,0,0,0,15,10,0,0,0,0,0,1,16,9,1,0,0,0,0,3,16,16,15,5,0,0,0,1,15,11,4,12,9,0,0,0,10,12,3,11,14,0,0,0,1,9,16,16,6,0,6
fit,optdigits.tra,2515,0,0,1,14,4,0,0,0,0,0,7,14,2,0,0,0,0,0,10,14,0,0,0,0,0,0,13,9,0,0,0,0,0,0,14,10,8,1,0,0,0,0,14,16,16,14,4,0,0,0,12,16,9,14,15,0,0,0,1,11,15,13,11,2,6
fit,optdigits.tra,2935,0,0,0,13,7,0,0,0,0,0,8,15,5,0,0,0,0,1,16,7,0,0,0,0,0,2,16,4,7,6,0,0,0,4,16,16,16,16,8,0,0,3,16,9,0,9,11,0,0,0,11,12,5,12,12,0,0,0,1,10,13,13,5,0,6
fit,optdigits.tra,3698,0,0,0,12,14,1,0,0,0,0,7,16,6,0,0,0,0,1,14,8,0,0,0,0,0,3,16,10,8,2,0,0,0,2,16,16,16,15,4,0,0,1,14,16,6,8,15,0,0,0,5,16,16,13,16,1,0,0,0,9,16,15,7,0,6
fit,optdigits.tra,2790,0,0,5,12,0,0,0,0,0,0,11,12,0,0,0,0,0,0,14,10,0,0,0,0,0,0,14,14,7,1,0,0,0,3,16,16,16,14,1,0,0,5,16,16,10,15,5,0,0,0,13,16,11,15,11,0,0,0,4,12,14,14,3,0,6
fit,optdigits.tra,1368,0,0,1,14,7,0,0,0,0,0,10,16,4,0,0,0,0,1,15,7,0,0,0,0,0,2,16,3,0,0,0,0,0,3,16,16,16,14,3,0,0,1,15,16,0,4,13,1,0,0,10,15,3,7,16,5,0,0,1,11,15,15,9,0,6
fit,optdigits.tra,2843,0,1,13,5,0,0,0,0,0,4,14,0,0,0,0,0,0,4,8,0,1,6,1,0,0,5,8,1,11,16,5,0,0,4,10,7,16,16,7,0,0,4,14,10,16,16,3,0,0,1,16,16,16,10,0,0,0,0,10,14,9,2,0,0,6
fit,optdigits.tra,3463,0,0,3,13,0,0,0,0,0,0,9,13,0,0,0,0,0,0,12,6,0,0,0,0,0,0,15,7,0,0,0,0,0,3,16,14,8,2,0,0,0,4,16,12,12,16,4,0,0,2,15,12,8,15,13,0,0,0,3,11,15,12,8,0,6
fit,optdigits.tra,3031,0,0,0,9,10,0,0,0,0,0,6,16,5,0,0,0,0,1,15,9,0,0,0,0,0,4,16,4,0,0,0,0,0,7,16,14,15,6,0,0,0,2,15,5,2,12,6,0,0,0,9,14,3,6,16,0,0,0,0,8,14,14,12,0,6
fit,optdigits.tra,2375,0,0,6,10,0,0,0,0,0,0,10,11,0,0,0,0,0,1,15,4,0,0,0,0,0,4,16,5,4,0,0,0,0,6,16,16,16,14,3,0,0,7,16,4,6,14,8,0,0,2,15,8,9,14,3,0,0,0,5,14,13,3,0,0,6
fit,optdigits.tra,1559,0,0,0,11,16,8,0,0,0,0,9,15,5,3,0,0,0,0,14,6,0,0,0,0,0,4,14,0,0,0,0,0,0,5,11,2,4,1,0,0,0,4,14,15,15,15,3,0,0,1,11,16,11,11,15,0,0,0,1,11,15,16,12,0,6
fit,optdigits.tra,2148,0,0,5,14,4,0,0,0,0,0,12,12,0,0,0,0,0,0,16,9,0,0,0,0,0,8,16,0,0,0,0,0,0,8,16,13,16,9,1,0,0,11,16,14,10,16,2,0,0,7,16,14,12,15,1,0,0,1,9,13,10,3,0,0,6
fit,optdigits.tra,2583,0,0,0,12,12,1,0,0,0,0,6,16,8,0,0,0,0,0,11,11,0,0,0,0,0,0,13,6,0,0,0,0,0,0,15,16,16,15,5,0,0,0,14,14,4,5,15,1,0,0,8,14,2,6,16,3,0,0,0,8,13,15,9,0,6
fit,optdigits.tra,2911,0,0,3,9,8,0,0,0,0,0,15,9,1,0,0,0,0,4,16,8,2,0,0,0,0,5,16,12,12,11,1,0,0,4,12,0,0,5,10,0,0,1,14,3,0,1,14,1,0,0,10,6,5,14,13,0,0,0,4,13,14,8,0,0,6
fit,optdigits.tra,167,0,0,0,11,3,0,0,0,0,0,5,16,2,0,0,0,0,0,12,11,0,0,0,0,0,0,14,5,0,0,0,0,0,0,16,3,1,1,0,0,0,0,16,16,16,16,11,0,0,0,12,8,4,6,16,2,0,0,2,11,15,16,11,1,6
fit,optdigits.tra,2619,0,0,0,12,1,0,0,0,0,0,4,16,3,0,0,0,0,0,7,14,0,0,0,0,0,0,9,10,4,2,0,0,0,0,12,16,16,15,5,0,0,0,10,9,0,0,12,1,0,0,7,11,1,5,15,2,0,0,0,11,16,15,8,0,6
fit,optdigits.tra,1856,0,0,4,14,1,0,0,0,0,0,12,10,0,0,0,0,0,0,15,5,0,0,0,0,0,3,16,2,8,2,0,0,0,4,16,16,13,15,2,0,0,4,16,12,0,8,9,0,0,1,13,13,8,14,8,0,0,0,3,12,12,8,0,0,6
fit,optdigits.tra,1992,0,0,1,14,6,0,0,0,0,0,9,15,3,0,0,0,0,0,12,6,0,0,0,0,0,0,16,3,0,0,0,0,0,3,16,16,16,14,4,0,0,1,16,7,4,6,13,0,0,0,10,10,0,4,14,0,0,0,1,11,14,16,7,0,6
fit,optdigits.tra,300,0,0,1,15,0,0,0,0,0,0,4,15,1,0,0,0,0,0,12,9,0,0,0,0,0,1,16,9,2,0,0,0,0,5,16,13,14,10,2,0,0,2,16,5,0,10,9,0,0,1,13,12,8,12,11,0,0,0,1,12,13,10,3,0,6
fit,optdigits.tra,2629,0,0,0,7,12,1,0,0,0,0,7,16,9,1,0,0,0,0,12,11,0,0,0,0,0,0,14,4,0,0,0,0,0,0,15,1,0,0,0,0,0,0,11,13,16,16,8,0,0,0,9,16,13,11,16,3,0,0,0,9,12,13,9,0,6
fit,optdigits.tra,1709,0,0,0,0,11,8,0,0,0,0,0,2,16,8,0,0,0,0,0,6,16,2,0,0,0,0,0,7,15,0,0,0,0,0,0,10,14,0,0,0,0,0,13,16,16,11,0,0,0,0,7,7,16,16,10,0,0,0,0,0,8,16,15,0,6
fit,optdigits.tra,3406,0,0,1,14,5,0,0,0,0,0,7,16,6,0,0,0,0,0,14,16,0,0,0,0,0,1,16,9,0,0,0,0,0,0,16,16,14,5,0,0,0,0,13,16,12,16,5,0,0,0,8,16,8,11,16,2,0,0,1,8,13,16,14,2,6
fit,optdigits.tra,3096,0,0,4,14,0,0,0,0,0,0,15,7,0,0,0,0,0,3,13,0,0,0,0,0,0,6,12,4,3,0,0,0,0,8,16,16,16,13,1,0,0,4,16,8,2,16,6,0,0,2,16,13,10,16,4,0,0,0,5,15,13,3,0,0,6
fit,optdigits.tra,3822,0,0,6,16,2,0,0,0,0,0,15,10,0,0,0,0,0,6,16,3,0,0,0,0,0,9,14,0,0,0,0,0,0,12,13,11,12,12,3,0,0,7,16,15,12,13,13,0,0,2,15,12,2,8,15,0,0,0,5,16,16,16,5,0,6
fit,optdigits.tra,500,0,0,7,15,3,0,0,0,0,0,15,6,0,0,0,0,0,6,13,0,0,0,0,0,0,7,13,0,0,0,0,0,0,8,11,7,13,11,2,0,0,3,16,15,5,4,11,0,0,0,16,6,0,7,11,0,0,0,8,12,15,10,1,0,6
fit,optdigits.tra,431,0,0,0,5,14,0,0,0,0,0,0,14,11,0,0,0,0,0,1,16,5,0,0,0,0,0,5,16,1,0,0,0,0,0,12,16,12,4,0,0,0,0,16,16,12,15,7,0,0,0,7,16,11,12,14,0,0,0,0,5,15,16,11,0,6
fit,optdigits.tra,591,0,0,0,6,16,3,0,0,0,0,5,16,8,1,0,0,0,0,10,14,0,0,0,0,0,0,14,15,8,3,0,0,0,0,14,15,12,15,4,0,0,0,16,6,0,6,11,0,0,0,9,13,5,6,15,0,0,0,1,8,12,15,13,1,6
fit,optdigits.tra,3308,0,0,1,11,0,0,0,0,0,0,8,16,2,0,0,0,0,0,11,12,0,0,0,0,0,0,12,10,0,0,0,0,0,0,15,14,9,6,0,0,0,0,15,16,16,16,9,0,0,0,11,16,11,16,14,0,0,0,1,12,13,10,2,0,6
fit,optdigits.tra,1539,0,0,4,11,0,0,0,0,0,0,8,9,0,0,0,0,0,0,15,4,0,0,0,0,0,2,16,8,7,2,0,0,0,6,16,12,13,14,4,0,0,5,16,2,1,10,11,0,0,0,16,9,4,16,9,0,0,0,7,14,15,8,0,0,6
fit,optdigits.tra,3456,0,0,12,5,0,0,0,0,0,0,16,2,0,0,0,0,0,3,12,0,0,0,0,0,0,4,12,0,0,0,0,0,0,7,14,16,14,3,0,0,0,3,16,8,9,16,4,0,0,2,16,3,4,16,4,0,0,0,11,12,11,4,0,0,6
fit,optdigits.tra,3009,0,0,0,5,16,10,0,0,0,0,0,13,14,0,0,0,0,0,3,16,9,0,0,0,0,0,7,16,4,0,0,0,0,0,10,16,12,8,1,0,0,2,16,16,16,16,11,0,0,1,9,16,11,12,16,1,0,0,0,6,16,16,10,0,6
fit,optdigits.tra,2487,0,0,0,9,16,4,0,0,0,0,6,16,16,4,0,0,0,0,11,15,1,0,0,0,0,0,14,13,0,0,0,0,0,0,16,16,16,9,0,0,0,1,16,12,8,14,5,0,0,0,11,15,9,15,9,0,0,0,0,10,13,15,3,0,6
fit,optdigits.tra,791,0,0,1,12,7,0,0,0,0,0,10,13,0,0,0,0,0,2,15,3,0,0,0,0,0,4,15,0,3,0,0,0,0,4,14,15,16,15,2,0,0,0,16,11,2,6,12,0,0,0,13,10,1,5,13,0,0,0,2,10,16,16,6,0,6
fit,optdigits.tra,2465,0,0,0,11,4,0,0,0,0,0,6,16,9,0,0,0,0,0,12,15,1,0,0,0,0,0,16,10,3,0,0,0,0,2,16,16,16,10,1,0,0,0,15,14,4,11,11,0,0,0,9,15,2,6,16,0,0,0,0,9,16,16,12,2,6
fit,optdigits.tra,1112,0,0,1,12,13,2,0,0,0,0,12,16,10,2,0,0,0,2,16,7,0,0,0,0,0,1,16,12,8,2,0,0,0,2,16,13,13,14,2,0,0,0,13,7,0,12,12,0,0,0,9,13,6,15,13,0,0,0,1,11,15,14,6,0,6
fit,optdigits.tra,1631,0,0,0,10,8,0,0,0,0,0,2,16,11,1,0,0,0,0,6,15,1,0,0,0,0,0,10,11,0,0,0,0,0,0,13,12,8,6,0,0,0,0,13,16,16,16,12,1,0,0,9,16,13,11,16,4,0,0,0,10,15,12,5,0,6
fit,optdigits.tra,569,0,0,0,12,3,0,0,0,0,0,10,14,1,0,0,0,0,0,14,9,1,0,0,0,0,1,16,16,15,6,0,0,0,3,16,10,5,14,6,0,0,2,16,1,0,5,12,0,0,0,12,9,4,7,15,0,0,0,1,10,16,16,7,0,6
fit,optdigits.tra,1712,0,0,0,10,16,10,0,0,0,0,9,16,12,8,0,0,0,1,15,13,1,0,0,0,0,2,16,5,0,0,0,0,0,2,16,8,0,0,0,0,0,2,16,16,9,0,0,0,0,1,12,16,16,3,0,0,0,0,0,12,16,7,0,0,6
fit,optdigits.tra,1673,0,0,2,12,8,0,0,0,0,0,13,11,1,0,0,0,0,2,15,1,0,0,0,0,0,6,13,0,0,0,0,0,0,8,14,10,11,5,0,0,0,4,16,15,8,12,7,0,0,0,15,11,4,11,10,0,0,0,3,13,15,12,3,0,6
validation,optdigits.tra,2654,0,0,2,13,1,0,0,0,0,0,11,10,1,0,0,0,0,2,15,1,0,0,0,0,0,6,11,1,4,1,0,0,0,7,10,9,16,14,1,0,0,4,12,7,6,7,10,0,0,1,13,6,2,10,14,0,0,0,3,12,13,13,3,0,6
validation,optdigits.tra,55,0,0,2,13,6,0,0,0,0,0,10,14,6,0,0,0,0,0,15,6,0,0,0,0,0,0,16,3,0,0,0,0,0,0,14,16,16,12,1,0,0,2,16,13,3,9,10,0,0,0,8,14,4,13,13,0,0,0,2,12,14,12,4,0,6
validation,optdigits.tra,2591,0,0,0,7,12,1,0,0,0,0,3,16,12,0,0,0,0,0,8,13,0,0,0,0,0,0,14,9,1,0,0,0,0,0,14,16,16,16,5,0,0,0,12,16,11,6,16,1,0,0,6,15,2,7,15,2,0,0,0,8,13,12,6,0,6
validation,optdigits.tra,3415,0,0,2,15,4,0,0,0,0,0,10,16,2,0,0,0,0,0,12,11,0,0,0,0,0,0,14,12,0,0,0,0,0,2,16,16,16,9,0,0,0,3,16,15,12,16,6,0,0,1,14,16,6,14,10,0,0,0,3,14,16,13,3,0,6
validation,optdigits.tra,1474,0,0,0,9,12,0,0,0,0,0,5,16,6,0,0,0,0,0,10,11,0,0,0,0,0,0,12,8,4,0,0,0,0,0,13,16,15,11,1,0,0,0,13,14,1,6,6,0,0,0,5,12,1,11,6,0,0,0,0,9,15,10,0,0,6
validation,optdigits.tra,3480,0,0,0,10,15,0,0,0,0,0,5,15,5,0,0,0,0,0,13,8,0,0,0,0,0,0,16,4,0,0,0,0,0,5,16,12,9,3,0,0,0,2,16,15,12,15,8,0,0,0,12,14,5,12,11,0,0,0,1,8,14,15,5,0,6
validation,optdigits.tra,2447,0,0,4,11,0,0,0,0,0,0,11,13,0,0,0,0,0,2,15,8,0,0,0,0,0,3,16,4,0,0,0,0,0,7,16,16,16,9,0,0,0,4,16,12,9,16,7,0,0,2,15,9,6,16,9,0,0,0,4,15,16,13,2,0,6
validation,optdigits.tra,3079,0,0,4,13,1,0,0,0,0,0,10,12,0,0,0,0,0,0,13,9,0,0,0,0,0,0,15,6,0,0,0,0,0,2,16,9,4,2,0,0,0,3,16,15,12,15,6,0,0,1,14,15,4,13,14,0,0,0,3,13,16,14,5,0,6
validation,optdigits.tra,2895,0,0,5,15,4,0,0,0,0,2,16,11,1,0,0,0,0,6,14,0,0,0,0,0,0,6,12,4,4,1,0,0,0,7,16,16,16,15,3,0,0,0,16,9,0,9,13,0,0,0,10,12,8,12,9,0,0,0,2,12,14,8,1,0,6
validation,optdigits.tra,3821,0,0,3,15,0,0,0,0,0,0,11,14,0,0,0,0,0,0,13,8,0,0,0,0,0,0,16,8,4,0,0,0,0,1,16,16,16,15,2,0,0,6,16,14,11,15,7,0,0,0,15,15,9,15,4,0,0,0,4,14,16,9,0,0,6
validation,optdigits.tra,1674,0,0,1,14,10,0,0,0,0,0,9,16,6,0,0,0,0,0,13,16,1,0,0,0,0,0,16,11,0,0,0,0,0,2,16,15,11,6,1,0,0,3,16,16,16,16,11,0,0,0,12,16,14,16,11,0,0,0,1,10,15,11,2,0,6
validation,optdigits.tra,272,0,0,2,14,11,1,0,0,0,0,8,13,2,0,0,0,0,0,12,8,0,0,0,0,0,0,16,4,0,0,0,0,0,0,16,12,15,11,4,0,0,2,16,12,4,5,14,0,0,0,13,11,4,12,15,1,0,0,3,11,16,12,3,0,6
validation,optdigits.tra,942,0,0,0,8,13,1,0,0,0,0,6,16,11,1,0,0,0,0,12,12,0,0,0,0,0,2,16,6,0,0,0,0,0,0,15,10,9,6,2,0,0,2,15,12,10,16,11,0,0,0,8,15,10,14,14,0,0,0,0,9,13,12,7,0,6
validation,optdigits.tra,586,0,0,0,7,14,6,0,0,0,0,1,15,11,2,0,0,0,0,8,13,0,0,0,0,0,1,14,13,8,1,0,0,0,3,16,14,12,10,0,0,0,0,15,2,0,7,9,0,0,0,11,13,7,4,15,0,0,0,0,7,12,12,13,2,6
validation,optdigits.tra,1537,0,0,0,15,3,0,0,0,0,0,3,16,2,0,0,0,0,0,7,15,0,0,0,0,0,0,10,12,3,0,0,0,0,0,14,16,16,11,2,0,0,1,15,11,1,11,11,0,0,0,12,13,4,8,13,0,0,0,2,11,14,13,5,0,6
assessment,optdigits.tes,1442,0,0,6,14,1,0,0,0,0,0,12,10,0,0,0,0,0,3,16,1,0,0,0,0,0,5,14,0,4,2,0,0,0,7,16,16,16,16,5,0,0,4,16,6,0,9,11,0,0,0,14,8,5,13,9,0,0,0,5,13,16,12,1,0,6
assessment,optdigits.tes,1562,0,0,0,6,9,0,0,0,0,0,2,15,8,0,0,0,0,0,4,16,5,0,0,0,0,0,9,12,7,12,2,0,0,0,9,16,15,13,6,0,0,0,13,14,2,13,6,0,0,0,14,15,13,16,4,0,0,0,1,10,16,10,0,0,6
assessment,optdigits.tes,712,0,0,2,14,1,0,0,0,0,0,11,12,1,0,0,0,0,1,15,4,0,0,0,0,0,5,13,0,0,0,0,0,0,7,12,12,16,13,2,0,0,4,16,12,6,6,11,0,0,0,14,9,0,5,13,0,0,0,3,11,15,14,1,0,6
assessment,optdigits.tes,961,0,0,2,12,9,0,0,0,0,0,12,10,1,0,0,0,0,4,14,0,0,0,0,0,0,8,9,0,0,0,0,0,0,8,9,5,11,8,0,0,0,4,16,14,6,12,5,0,0,0,13,7,0,10,8,0,0,0,3,14,16,16,5,0,6
assessment,optdigits.tes,197,0,0,1,14,6,0,0,0,0,0,7,16,1,0,0,0,0,0,13,10,0,0,0,0,0,0,14,7,0,0,0,0,0,3,16,10,8,3,0,0,0,0,16,13,12,14,7,0,0,0,14,9,4,11,13,0,0,0,2,12,16,12,4,0,6
assessment,optdigits.tes,1735,0,0,3,14,1,0,0,0,0,0,12,12,0,0,0,0,0,3,16,6,0,0,0,0,0,5,16,2,0,0,0,0,0,6,16,2,5,2,0,0,0,4,16,2,12,15,2,0,0,1,14,13,2,13,11,0,0,0,3,11,16,13,4,0,6
assessment,optdigits.tes,137,0,0,2,15,4,0,0,0,0,0,11,13,0,0,0,0,0,0,16,6,0,0,0,0,0,3,16,7,0,0,0,0,0,4,16,16,15,5,0,0,0,4,16,5,3,13,7,0,0,1,14,9,0,8,13,0,0,0,2,13,16,16,8,0,6
assessment,optdigits.tes,985,0,0,1,12,9,0,0,0,0,0,11,10,2,0,0,0,0,4,14,0,0,0,0,0,0,5,9,0,0,0,0,0,0,8,10,11,16,14,1,0,0,2,16,10,3,7,11,0,0,0,13,8,1,8,12,0,0,0,2,12,16,15,5,0,6
assessment,optdigits.tes,352,0,0,0,11,16,2,0,0,0,0,7,16,8,2,0,0,0,0,15,7,0,0,0,0,0,0,16,4,3,1,0,0,0,1,16,16,16,16,4,0,0,0,14,12,4,6,12,0,0,0,10,16,5,10,15,0,0,0,2,11,16,12,8,0,6
assessment,optdigits.tes,844,0,0,1,13,3,0,0,0,0,0,7,14,2,0,0,0,0,0,13,13,8,5,0,0,0,2,15,15,12,15,5,0,0,7,16,4,0,12,8,0,0,2,15,7,0,12,6,0,0,0,5,15,5,15,5,0,0,0,0,13,16,9,0,0,6
assessment,optdigits.tes,783,0,0,1,14,9,0,0,0,0,0,14,15,3,0,0,0,0,1,16,10,0,0,0,0,0,5,14,13,15,10,0,0,0,8,16,2,3,14,5,0,0,5,16,4,0,12,6,0,0,0,10,13,2,14,6,0,0,0,2,12,16,11,1,0,6
assessment,optdigits.tes,883,0,0,1,12,8,0,0,0,0,0,11,15,5,0,0,0,0,2,16,5,0,0,0,0,0,5,16,0,0,0,0,0,0,5,12,8,14,14,3,0,0,4,16,16,9,12,8,0,0,0,13,8,0,11,8,0,0,0,1,14,16,11,1,0,6
assessment,optdigits.tes,612,0,0,0,11,16,6,0,0,0,0,9,16,11,2,0,0,0,3,16,11,0,0,0,0,0,6,16,12,4,0,0,0,0,7,16,13,15,11,0,0,0,1,15,8,3,16,5,0,0,0,9,14,5,16,10,0,0,0,0,9,16,16,10,0,6
assessment,optdigits.tes,413,0,0,1,11,14,6,0,0,0,0,4,16,14,4,0,0,0,0,12,16,2,0,0,0,0,2,16,16,12,5,0,0,0,7,16,16,16,16,3,0,0,3,15,5,0,15,13,0,0,0,11,16,14,16,10,0,0,0,0,12,13,9,1,0,6
assessment,optdigits.tes,543,0,0,2,15,15,3,0,0,0,0,13,15,8,3,0,0,0,5,16,6,0,0,0,0,0,8,15,5,4,2,0,0,0,8,16,16,16,14,2,0,0,4,16,7,1,13,8,0,0,0,11,12,1,11,13,0,0,0,1,12,16,16,10,0,6
assessment,optdigits.tes,453,0,0,2,15,13,3,0,0,0,0,12,16,9,4,0,0,0,3,16,9,0,0,0,0,0,3,16,14,12,5,0,0,0,8,16,16,16,16,0,0,0,5,16,15,6,16,9,0,0,1,13,14,13,16,3,0,0,0,3,12,14,10,0,0,6
assessment,optdigits.tes,35,0,0,0,5,14,2,0,0,0,0,1,13,11,0,0,0,0,0,5,16,2,0,0,0,0,0,6,15,5,0,0,0,0,1,15,16,15,11,1,0,0,2,13,14,1,12,9,0,0,0,4,16,7,13,9,0,0,0,0,5,16,15,3,0,6
assessment,optdigits.tes,1520,0,0,0,10,8,0,0,0,0,0,6,14,3,0,0,0,0,0,11,8,0,0,0,0,0,3,16,8,2,0,0,0,0,6,16,16,16,15,3,0,0,0,16,2,0,8,12,0,0,0,11,12,5,11,12,0,0,0,1,8,16,15,2,0,6
assessment,optdigits.tes,523,0,0,1,14,15,4,0,0,0,0,9,16,10,5,0,0,0,1,16,10,0,0,0,0,0,3,16,12,5,0,0,0,0,4,16,16,16,8,0,0,0,1,15,7,4,16,4,0,0,0,11,13,4,16,9,0,0,0,1,12,16,16,9,0,6
assessment,optdigits.tes,742,0,0,3,11,0,0,0,0,0,0,9,13,0,0,0,0,0,0,15,4,0,0,0,0,0,2,15,0,1,0,0,0,0,4,15,14,16,13,2,0,0,3,16,11,3,7,12,0,0,0,13,6,3,8,14,0,0,0,4,14,16,14,7,0,6
