direct_adc,abdomen1_adc,abdomen2_adc,abdomen3_adc,abdomen4_adc
-3,43,13,-39,-37
8,41,17,-44,-37
37,43,23,-46,-36
71,49,29,-46,-33
96,55,33,-45,-30
104,60,36,-45,-28
96,65,40,-45,-26
80,70,45,-43,-25
66,77,52,-39,-25
58,83,59,-31,-24
56,86,64,-24,-24
54,85,67,-19,-24
48,80,69,-17,-24
41,75,72,-20,-23
35,73,76,-26,-24
36,76,80,-34,-26
45,83,82,-42,-31
59,88,80,-47,-38
70,88,74,-51,-47
72,82,66,-51,-57
63,71,58,-51,-66
45,59,53,-52,-73
26,51,50,-58,-76
16,46,49,-69,-76
22,45,49,-82,-74
48,46,49,-91,-69
84,48,52,-91,-64
113,51,58,-82,-61
119,54,67,-66,-59
93,56,77,-49,-59
46,59,86,-36,-58
2,61,93,-28,-54
-16,65,97,-23,-47
4,73,99,-20,-39
51,85,100,-16,-34
96,98,98,-15,-34
112,108,93,-17,-41
93,110,85,-24,-52
52,104,73,-34,-63
16,94,63,-44,-69
5,84,54,-50,-69
20,79,49,-51,-64
46,77,46,-50,-59
62,77,42,-48,-57
60,74,37,-50,-57
45,67,31,-54,-59
34,58,26,-58,-59
37,52,26,-60,-57
50,51,32,-58,-52
63,56,42,-53,-47
66,65,52,-46,-44
58,74,61,-41,-43
47,80,67,-39,-45
42,81,69,-41,-47
45,79,68,-45,-48
50,75,65,-49,-47
49,71,61,-52,-47
37,67,57,-51,-48
20,65,53,-49,-49
3,65,51,-45,-50
-7,68,52,-41,-47
-12,74,57,-36,-38
-17,85,66,-27,-24
-23,100,80,-14,-6
-29,119,97,5,12
-31,139,116,29,29
-23,159,136,54,45
-6,179,154,80,63
17,198,173,106,84
42,216,191,133,110
65,232,211,161,138
83,243,231,187,164
95,248,251,208,186
98,243,266,219,202
93,227,273,219,214
82,201,269,210,224
65,168,255,196,234
45,131,234,185,245
25,92,212,181,255
6,53,192,182,264
-7,11,176,184,270
-12,-33,162,183,273
-5,-80,149,174,276
8,-130,136,155,279
20,-181,123,131,286
22,-230,112,107,295
10,-275,105,86,306
-9,-315,99,70,312
-25,-352,90,57,309
-29,-389,75,40,294
-21,-427,52,17,267
-9,-466,26,-11,235
-2,-502,1,-40,206
-3,-531,-17,-63,187
-10,-549,-28,-75,181
-14,-554,-34,-75,184
-9,-548,-39,-67,187
5,-535,-46,-56,184
21,-516,-55,-49,172
33,-494,-64,-48,151
38,-469,-69,-53,125
35,-439,-68,-62,95
30,-405,-64,-75,62
26,-365,-59,-92,22
28,-322,-56,-113,-24
36,-275,-57,-136,-74
51,-229,-59,-157,-123
69,-185,-61,-172,-165
84,-147,-59,-178,-195
89,-116,-53,-177,-214
82,-91,-43,-173,-225
70,-70,-30,-172,-232
63,-51,-19,-176,-241
72,-33,-11,-184,-250
97,-18,-10,-189,-258
128,-4,-14,-190,-264
149,7,-20,-185,-266
146,17,-25,-177,-267
123,28,-27,-173,-269
93,40,-25,-175,-272
77,51,-20,-182,-277
88,57,-15,-188,-280
122,59,-11,-185,-278
160,57,-8,-171,-267
179,56,-6,-148,-249
169,59,-3,-123,-230
134,65,-2,-103,-214
94,71,-5,-93,-206
69,74,-10,-93,-205
71,72,-16,-98,-208
93,65,-21,-103,-208
118,59,-20,-103,-201
128,56,-13,-96,-187
117,59,-3,-85,-167
91,63,8,-70,-146
65,68,17,-53,-125
56,73,23,-35,-104
69,77,27,-19,-85
100,82,29,-6,-66
133,89,31,2,-50
154,95,31,3,-38
151,97,29,0,-31
127,96,26,-5,-27
90,92,22,-8,-22
57,91,21,-9,-14
42,94,25,-8,-4
52,98,33,-8,5
82,102,45,-9,10
119,101,60,-10,10
147,96,74,-7,7
159,91,86,0,2
157,90,94,8,0
150,95,96,14,0
151,104,94,14,0
162,108,89,8,-3
176,104,83,1,-10
182,90,78,-5,-19
172,73,76,-4,-25
149,60,78,2,-26
126,54,82,8,-21
114,58,87,9,-13
118,66,91,5,-6
134,73,94,-1,-6
149,76,96,-5,-12
153,75,96,-3,-21
147,73,98,6,-29
137,71,102,17,-31
134,72,107,26,-27
142,73,112,28,-19
158,72,118,23,-12
173,67,121,14,-10
178,61,122,4,-15
169,54,120,-5,-24
150,48,114,-12,-34
128,42,104,-18,-43
110,37,92,-24,-49
96,31,82,-27,-51
84,28,78,-27,-53
72,29,81,-23,-55
59,36,90,-16,-57
49,46,101,-9,-58
44,56,110,-4,-56
46,62,114,-4,-49
48,63,114,-7,-38
45,61,114,-12,-26
35,60,118,-14,-14
22,62,126,-13,-6
17,70,137,-8,-2
26,80,146,0,1
46,89,152,7,4
70,96,154,14,7
84,99,158,17,10
82,101,164,16,10
66,101,172,10,5
47,99,178,1,-4
34,93,176,-9,-17
32,82,166,-16,-30
37,67,148,-20,-39
41,50,129,-23,-45
39,36,115,-25,-46
32,26,110,-30,-46
23,22,112,-37,-44
19,22,119,-44,-43
20,25,126,-46,-40
23,30,129,-40,-35
28,37,131,-29,-29
32,44,132,-15,-23
34,51,135,-3,-19
34,57,141,3,-17
28,59,148,3,-19
14,58,153,-3,-23
-5,53,153,-11,-29
-20,45,146,-18,-34
-23,35,134,-24,-39
-11,27,122,-26,-41
10,21,115,-24,-39
26,18,116,-21,-36
26,20,122,-19,-33
7,22,129,-20,-34
-16,25,131,-23,-39
-29,25,125,-26,-47
-22,24,113,-27,-53
1,20,101,-24,-54
21,14,94,-19,-50
22,7,94,-16,-43
-3,-4,100,-18,-37
-40,-15,108,-23,-35
-67,-23,113,-28,-36
-65,-24,118,-26,-36
-31,-16,122,-16,-30
19,-1,129,1,-18
61,16,137,16,-5
80,29,143,24,2
73,32,142,20,-2
53,27,135,8,-14
35,18,125,-7,-27
30,9,116,-17,-33
33,4,115,-20,-28
36,3,122,-19,-15
28,3,133,-17,1
8,1,145,-17,10
-14,-4,153,-18,11
-29,-9,157,-19,5
-30,-13,156,-16,-5
-19,-15,152,-8,-12
-5,-16,145,1,-13
3,-16,138,8,-7
5,-18,131,11,2
6,-19,129,10,12
13,-19,135,7,22
28,-16,149,7,27
43,-12,167,10,28
50,-10,184,16,25
40,-11,195,22,20
15,-15,200,27,17
-13,-21,201,29,16
-33,-26,201,29,18
-33,-30,204,28,20
-15,-31,211,27,20
12,-31,217,24,17
32,-31,222,21,13
38,-30,223,18,11
27,-30,222,16,13
5,-31,222,16,22
-20,-32,222,17,35
-41,-35,224,19,46
-54,-38,224,18,51
-61,-43,221,14,47
-65,-49,216,8,36
-66,-56,211,1,24
-63,-63,211,-3,16
-53,-70,216,-4,15
-31,-75,224,-3,21
-2,-75,231,-1,28
26,-73,233,0,30
43,-70,227,-2,25
41,-72,214,-6,14
18,-81,197,-12,4
-17,-98,182,-19,-1
-51,-116,172,-25,2
-74,-130,169,-30,12
-82,-136,168,-32,22
-77,-131,168,-29,26
-66,-120,166,-23,22
-52,-109,161,-15,10
-37,-103,156,-7,-2
-19,-102,156,-1,-7
3,-105,164,0,0
29,-106,182,0,19
58,-105,206,0,46
91,-102,229,2,73
129,-100,247,7,97
176,-99,260,17,119
236,-95,273,34,145
309,-82,295,59,184
396,-54,332,94,238
493,-12,382,136,303
594,38,433,180,366
688,84,472,217,412
763,112,487,239,433
808,119,475,240,427
818,105,443,223,402
794,83,403,195,369
742,61,367,161,336
671,45,338,128,302
584,32,310,96,263
486,16,280,64,214
376,-11,242,28,154
257,-52,199,-11,86
134,-101,157,-51,21
13,-150,121,-87,-32
-105,-189,94,-111,-68
-216,-213,74,-121,-85
-317,-223,60,-117,-86
-401,-221,50,-102,-78
-458,-215,46,-82,-67
-481,-209,47,-63,-56
-466,-204,54,-46,-47
-421,-202,64,-34,-38
-360,-202,71,-25,-26
-294,-202,73,-18,-9
-229,-201,71,-13,11
-164,-198,68,-8,32
-98,-191,68,-4,49
-32,-180,75,0,62
25,-169,86,3,69
61,-160,99,6,74
74,-154,106,8,78
67,-152,106,10,83
54,-153,101,12,88
48,-152,95,15,90
53,-149,94,21,90
66,-143,101,29,90
77,-136,114,37,90
80,-130,127,41,91
74,-128,135,38,91
64,-130,133,26,87
53,-136,124,9,77
42,-141,112,-7,64
28,-144,103,-15,53
12,-143,100,-11,47
-3,-137,103,1,47
-11,-127,111,17,51
-5,-118,120,29,53
13,-114,131,34,52
36,-114,143,31,48
54,-118,158,26,46
63,-121,176,26,49
70,-118,193,32,58
80,-108,204,43,70
100,-94,206,55,78
125,-81,198,61,76
146,-73,184,59,66
151,-72,168,51,51
139,-75,157,42,37
116,-79,152,37,28
92,-79,154,39,24
75,-76,157,43,22
67,-71,159,46,18
62,-68,157,44,13
57,-66,155,37,8
52,-63,154,29,8
53,-56,155,25,12
64,-46,158,27,20
80,-34,160,35,27
92,-25,158,43,30
90,-23,153,49,30
72,-25,148,51,28
47,-28,146,52,28
32,-27,149,55,31
39,-18,157,61,34
71,-4,166,67,33
113,10,172,68,27
143,19,171,63,17
146,20,162,52,7
120,16,147,39,2
79,11,132,29,1
44,11,118,26,2
32,18,110,28,2
41,27,108,33,-3
56,34,110,36,-11
61,37,118,35,-18
47,35,131,33,-21
19,31,148,30,-17
-5,29,167,29,-11
-7,31,183,29,-4
15,35,194,29,-2
51,37,197,29,-4
82,37,193,27,-11
92,33,188,24,-19
81,31,187,20,-26
61,32,192,15,-33
48,38,200,9,-38
52,46,205,2,-42
67,53,203,-4,-44
80,55,193,-8,-43
79,55,180,-10,-39
62,55,170,-10,-34
33,58,169,-9,-28
8,66,175,-7,-25
-6,73,184,-7,-25
-2,77,191,-5,-27
17,76,193,-2,-30
47,69,191,3,-32
84,62,190,9,-33
121,60,194,15,-32
147,64,204,18,-29
153,73,221,20,-22
133,86,240,19,-14
92,99,257,18,-5
48,110,272,18,2
21,120,283,19,5
22,128,288,22,4
48,133,288,25,-2
79,132,282,26,-11
95,124,271,21,-22
86,109,256,11,-32
57,90,242,-5,-42
29,73,232,-23,-51
20,61,228,-40,-58
38,56,228,-50,-63
72,57,228,-53,-66
104,60,226,-50,-68
115,64,220,-45,-68
99,65,210,-42,-68
63,65,202,-44,-67
24,63,200,-48,-63
-3,61,207,-53,-57
-9,58,221,-54,-49
5,55,240,-50,-41
31,54,257,-44,-36
61,55,266,-38,-37
88,57,265,-37,-46
107,61,253,-41,-60
115,61,233,-49,-75
112,56,211,-58,-88
98,47,193,-64,-93
80,35,183,-64,-90
66,27,183,-58,-83
60,27,189,-48,-74
64,34,198,-38,-69
71,44,206,-31,-68
74,54,210,-28,-71
68,59,213,-28,-73
57,60,216,-29,-71
52,60,220,-30,-64
60,62,227,-31,-54
83,67,234,-30,-46
112,73,238,-31,-41
133,78,240,-32,-41
132,79,241,-33,-43
112,78,242,-33,-46
83,77,244,-31,-48
60,76,245,-27,-50
52,76,243,-25,-53
59,74,233,-26,-57
69,69,216,-32,-64
70,59,194,-42,-71
60,45,173,-53,-78
46,32,156,-62,-83
37,23,149,-67,-87
45,22,150,-67,-87
67,29,157,-60,-84
95,43,163,-49,-77
118,57,164,-34,-70
129,67,156,-19,-65
130,70,140,-7,-63
128,65,121,-2,-65
131,57,108,-2,-66
142,51,105,-7,-63
155,52,115,-11,-56
163,62,133,-14,-48
159,75,152,-14,-43
146,85,162,-13,-45
132,87,160,-15,-53
125,78,147,-19,-64
131,64,130,-25,-71
143,49,119,-30,-73
151,40,118,-31,-69
149,40,125,-28,-62
135,47,136,-22,-57
120,57,145,-16,-56
115,66,148,-12,-58
128,71,144,-13,-62
152,70,135,-18,-65
172,66,126,-26,-65
174,59,118,-36,-65
153,52,113,-44,-64
119,46,112,-48,-64
91,42,114,-47,-64
84,41,119,-42,-64
100,42,124,-35,-63
126,44,129,-30,-63
146,47,132,-29,-64
148,51,132,-32,-68
130,54,127,-37,-75
103,56,119,-42,-83
80,54,110,-44,-89
69,49,100,-45,-90
67,43,92,-46,-86
68,36,84,-48,-80
66,30,77,-52,-75
60,26,72,-58,-75
56,23,68,-64,-80
59,22,67,-69,-89
69,22,69,-70,-96
78,25,71,-67,-98
79,29,73,-62,-95
68,35,74,-56,-89
51,40,73,-48,-83
39,43,74,-39,-79
43,46,78,-31,-75
63,54,87,-23,-67
91,67,100,-17,-56
112,87,114,-12,-45
116,110,126,-10,-36
104,128,133,-12,-35
83,136,136,-17,-40
65,134,139,-25,-48
55,125,140,-33,-55
55,112,141,-40,-58
61,101,136,-44,-59
70,92,124,-48,-62
82,84,105,-52,-70
99,74,82,-60,-83
118,61,60,-71,-99
134,48,44,-84,-113
139,37,37,-95,-122
130,31,34,-98,-125
109,30,33,-91,-123
88,33,30,-76,-119
79,36,24,-59,-118
89,38,17,-45,-120
116,37,11,-40,-124
149,35,9,-43,-129
172,32,13,-50,-130
174,29,23,-55,-126
154,26,37,-58,-119
120,22,53,-56,-109
90,16,67,-55,-100
76,9,76,-56,-95
84,3,80,-60,-93
108,0,80,-64,-92
132,-1,78,-62,-91
142,1,76,-55,-89
135,3,75,-44,-87
117,4,72,-34,-87
102,3,65,-31,-92
101,-1,54,-35,-101
115,-8,40,-47,-111
133,-17,26,-60,-120
145,-26,16,-71,-125
144,-32,11,-76,-125
134,-34,11,-75,-122
123,-30,14,-70,-117
120,-21,18,-64,-112
123,-10,22,-57,-109
128,1,25,-54,-109
124,6,27,-54,-111
110,7,28,-58,-114
89,4,30,-64,-117
69,1,34,-69,-116
59,0,40,-69,-112
60,1,49,-64,-104
71,4,57,-55,-96
89,7,64,-46,-90
107,9,67,-42,-88
120,10,65,-45,-90
123,10,61,-52,-95
117,12,55,-60,-99
103,15,49,-65,-100
92,18,43,-67,-98
90,20,39,-65,-94
99,18,36,-62,-90
116,14,34,-60,-88
131,8,33,-57,-89
136,4,32,-55,-91
129,5,30,-51,-95
116,11,30,-49,-97
104,18,30,-47,-98
98,22,33,-48,-98
96,19,36,-50,-95
93,10,40,-52,-91
88,-2,43,-52,-85
84,-10,47,-50,-80
86,-9,51,-48,-76
96,0,58,-47,-74
110,14,68,-49,-74
121,25,79,-51,-75
122,30,88,-53,-74
115,29,93,-52,-70
107,24,93,-50,-66
107,19,90,-47,-64
120,18,87,-47,-69
143,19,88,-51,-81
163,19,93,-58,-96
171,18,100,-64,-108
162,15,109,-67,-110
141,12,116,-63,-99
121,13,119,-55,-81
112,15,120,-46,-62
118,19,119,-39,-50
135,22,117,-36,-46
151,24,115,-34,-47
157,25,114,-32,-48
152,26,117,-27,-47
141,29,122,-21,-41
136,32,129,-18,-36
145,34,137,-18,-33
167,34,145,-21,-34
195,32,151,-26,-37
216,30,157,-28,-37
223,29,163,-26,-34
217,29,169,-24,-30
210,29,175,-23,-30
212,27,177,-28,-35
227,23,175,-38,-45
248,16,168,-47,-54
261,11,159,-49,-58
257,10,153,-43,-52
237,16,151,-29,-38
212,29,154,-11,-20
194,45,159,3,-5
189,58,162,12,5
194,65,160,15,11
200,68,155,15,15
200,67,150,15,21
192,68,145,14,26
181,69,141,12,29
175,68,132,5,26
175,61,116,-5,15
179,45,93,-17,-1
181,23,68,-27,-18
181,-1,48,-32,-33
182,-20,38,-33,-43
188,-29,37,-31,-49
195,-30,43,-31,-53
197,-27,47,-32,-58
183,-26,46,-36,-64
151,-29,38,-39,-70
108,-36,27,-41,-76
72,-44,16,-41,-81
55,-50,9,-41,-86
62,-52,7,-43,-89
83,-51,10,-48,-92
104,-49,16,-57,-91
113,-47,24,-66,-87
111,-47,31,-75,-82
108,-51,38,-83,-77
111,-57,42,-88,-75
123,-65,46,-89,-77
135,-70,50,-87,-82
135,-72,54,-82,-87
117,-70,57,-75,-91
84,-67,55,-66,-93
50,-67,48,-58,-94
28,-69,35,-51,-96
23,-74,22,-47,-99
31,-78,12,-45,-103
44,-77,10,-45,-105
53,-70,14,-47,-105
56,-61,17,-50,-103
60,-54,16,-53,-99
68,-54,7,-55,-96
84,-60,-7,-56,-95
101,-69,-20,-56,-97
110,-77,-27,-57,-101
107,-80,-25,-59,-105
92,-79,-17,-63,-107
74,-77,-9,-67,-107
64,-76,-6,-68,-104
70,-76,-9,-68,-100
89,-77,-17,-65,-98
113,-76,-23,-62,-99
129,-74,-25,-60,-102
131,-69,-20,-58,-105
121,-63,-9,-55,-103
112,-56,2,-50,-96
113,-46,11,-45,-86
129,-34,15,-39,-78
151,-22,13,-35,-75
166,-11,6,-34,-77
163,-6,-3,-34,-82
143,-7,-12,-34,-86
115,-13,-20,-34,-88
96,-21,-26,-36,-91
97,-29,-33,-40,-97
115,-35,-39,-45,-106
140,-38,-45,-49,-116
157,-38,-46,-49,-122
158,-36,-41,-42,-121
146,-33,-30,-33,-114
131,-29,-15,-25,-108
121,-27,-1,-24,-108
118,-28,7,-32,-114
117,-32,6,-44,-123
113,-38,-2,-56,-131
106,-44,-13,-62,-134
98,-45,-24,-60,-133
96,-44,-33,-54,-133
101,-43,-40,-51,-137
112,-46,-48,-51,-144
121,-54,-59,-54,-149
126,-65,-70,-56,-147
125,-76,-78,-53,-138
123,-82,-79,-45,-125
122,-81,-74,-35,-112
124,-74,-66,-30,-105
126,-67,-58,-33,-104
128,-62,-54,-43,-108
129,-63,-53,-54,-112
131,-66,-53,-62,-115
134,-71,-52,-62,-115
137,-74,-49,-55,-116
135,-76,-47,-45,-117
125,-77,-51,-37,-119
106,-78,-60,-34,-122
83,-80,-71,-36,-126
65,-82,-79,-42,-133
59,-82,-80,-50,-141
67,-80,-75,-58,-149
84,-77,-68,-64,-153
100,-74,-62,-66,-148
109,-72,-61,-65,-136
108,-73,-62,-60,-122
104,-76,-62,-53,-112
103,-79,-60,-47,-110
111,-82,-54,-44,-116
124,-83,-46,-44,-123
135,-83,-39,-46,-126
137,-81,-34,-47,-122
126,-80,-32,-46,-114
110,-77,-33,-42,-106
96,-75,-36,-37,-101
94,-72,-42,-30,-100
103,-69,-48,-24,-100
117,-66,-54,-18,-98
125,-63,-55,-12,-95
121,-61,-54,-7,-92
103,-57,-50,-4,-91
78,-52,-48,-3,-93
56,-45,-48,-3,-96
49,-37,-49,-5,-96
59,-29,-49,-6,-94
86,-21,-44,-5,-89
118,-13,-32,-1,-82
144,1,-16,8,-72
159,21,3,22,-54
165,46,22,41,-28
170,73,40,64,5
187,95,57,90,41
224,107,72,116,75
279,108,88,141,104
347,101,107,166,134
419,95,133,194,172
491,96,169,225,227
566,108,215,262,297
650,126,267,300,373
742,141,312,331,440
832,144,339,350,483
903,125,340,350,499
938,85,313,333,490
929,26,269,304,468
881,-41,220,271,445
807,-110,175,240,424
719,-176,137,212,404
624,-238,99,183,378
520,-299,55,149,342
402,-363,-1,105,293
271,-432,-64,56,238
130,-503,-127,5,184
-9,-570,-177,-40,139
-137,-630,-208,-74,107
-243,-676,-219,-99,88
-321,-708,-218,-117,76
-368,-729,-213,-132,66
-384,-741,-212,-146,55
-374,-748,-216,-156,46
-349,-751,-222,-159,42
-319,-749,-223,-151,48
-286,-738,-213,-133,61
-249,-715,-191,-111,75
-197,-681,-162,-94,81
-128,-637,-135,-89,70
-45,-589,-117,-101,40
36,-542,-112,-126,-5
98,-499,-114,-157,-54
134,-457,-118,-185,-102
154,-416,-117,-204,-144
173,-373,-112,-213,-179
201,-330,-108,-218,-210
236,-291,-109,-222,-237
262,-260,-118,-229,-260
263,-236,-130,-237,-275
239,-218,-138,-242,-283
205,-204,-137,-241,-284
185,-189,-125,-233,-284
193,-174,-108,-222,-286
225,-161,-93,-213,-290
259,-150,-84,-209,-295
276,-142,-80,-209,-298
266,-134,-77,-211,-296
238,-123,-72,-211,-291
211,-110,-66,-205,-284
199,-96,-62,-194,-279
205,-86,-63,-181,-277
218,-82,-71,-168,-277
225,-84,-84,-160,-277
220,-91,-98,-157,-277
206,-99,-111,-158,-277
193,-107,-120,-158,-276
190,-114,-127,-156,-272
198,-118,-130,-149,-263
211,-121,-129,-139,-248
217,-121,-123,-128,-228
209,-118,-113,-117,-207
189,-113,-102,-109,-189
167,-108,-94,-102,-176
157,-104,-90,-97,-169
167,-104,-90,-92,-166
196,-107,-91,-87,-162
230,-113,-88,-82,-157
253,-117,-77,-76,-148
255,-118,-60,-67,-138
237,-113,-41,-56,-128
207,-105,-23,-43,-120
181,-97,-11,-32,-113
167,-92,-7,-25,-109
167,-90,-10,-24,-108
175,-93,-19,-28,-111
182,-97,-29,-35,-118
184,-101,-38,-42,-128
180,-105,-46,-47,-137
175,-109,-51,-50,-142
173,-113,-54,-49,-141
179,-117,-54,-46,-134
191,-118,-51,-42,-125
205,-117,-48,-40,-117
212,-112,-44,-41,-113
205,-105,-41,-47,-111
184,-98,-40,-56,-109
154,-93,-39,-66,-104
125,-92,-37,-72,-96
110,-94,-34,-72,-87
117,-99,-31,-64,-80
143,-104,-27,-52,-78
177,-107,-24,-41,-79
207,-107,-19,-33,-82
222,-102,-14,-28,-83
220,-93,-8,-25,-80
204,-83,0,-22,-73
184,-73,8,-16,-65
168,-66,16,-8,-60
158,-61,24,1,-58
153,-57,30,9,-61
151,-52,34,15,-66
149,-46,33,19,-70
147,-42,29,19,-72
145,-43,20,14,-71
147,-50,10,5,-68
153,-62,-2,-6,-65
162,-76,-12,-15,-62
169,-87,-21,-20,-61
174,-94,-28,-19,-61
176,-97,-35,-15,-62
179,-97,-41,-11,-65
184,-97,-47,-11,-69
194,-98,-53,-13,-74
205,-101,-61,-17,-81
212,-104,-73,-18,-88
213,-108,-91,-16,-95
208,-113,-112,-14,-100
203,-118,-134,-14,-103
201,-124,-150,-20,-104
206,-130,-159,-30,-103
217,-136,-161,-39,-101
230,-141,-157,-43,-99
240,-142,-152,-39,-97
245,-142,-149,-31,-95
244,-142,-149,-24,-91
235,-143,-152,-23,-87
218,-147,-154,-30,-84
195,-153,-156,-40,-82
173,-160,-157,-48,-82
160,-166,-155,-50,-83
162,-169,-152,-44,-83
178,-170,-146,-33,-80
202,-169,-139,-22,-76
218,-167,-133,-13,-71
217,-166,-130,-10,-67
200,-167,-130,-9,-66
173,-171,-133,-9,-66
149,-176,-135,-10,-66
133,-182,-133,-10,-65
124,-186,-129,-11,-65
121,-186,-125,-12,-66
122,-184,-127,-12,-70
131,-179,-136,-11,-75
155,-175,-150,-8,-79
189,-172,-166,-6,-80
223,-172,-179,-4,-77
242,-173,-186,-4,-74
237,-174,-189,-6,-73
215,-177,-190,-9,-74
193,-180,-191,-13,-76
186,-184,-192,-19,-76
198,-186,-191,-27,-73
216,-186,-187,-35,-67
220,-181,-178,-38,-57
199,-172,-167,-32,-47
162,-161,-155,-17,-38
133,-151,-146,4,-32
132,-147,-141,24,-30
164,-149,-144,34,-33
210,-157,-153,32,-40
241,-165,-164,19,-47
238,-170,-172,3,-51
200,-169,-172,-9,-50
150,-161,-163,-13,-42
114,-152,-147,-11,-32
110,-146,-132,-7,-25
130,-146,-123,-5,-22
156,-152,-122,-6,-24
164,-159,-127,-6,-28
149,-163,-132,-3,-28
123,-162,-132,3,-24
110,-158,-126,11,-17
128,-155,-116,15,-10
177,-158,-107,13,-8
237,-167,-105,5,-10
279,-181,-110,-4,-17
283,-194,-120,-12,-26
250,-202,-131,-16,-33
198,-203,-137,-18,-36
153,-200,-136,-20,-35
132,-198,-130,-24,-30
139,-199,-120,-29,-25
161,-206,-111,-32,-20
182,-216,-107,-32,-17
193,-224,-110,-27,-16
192,-228,-118,-17,-16
186,-225,-131,-7,-16
180,-218,-144,2,-13
177,-210,-153,8,-7
177,-206,-156,14,0
175,-207,-153,21,8
174,-209,-145,31,15
174,-208,-134,43,21
181,-201,-127,54,26
194,-189,-124,60,31
210,-174,-128,61,35
222,-161,-138,56,41
226,-156,-148,49,46
218,-156,-156,45,53
206,-160,-159,45,60
196,-163,-156,49,65
196,-165,-152,52,67
205,-168,-149,51,63
218,-175,-149,41,52
223,-190,-152,23,34
215,-210,-154,-1,14
193,-233,-152,-22,-6
165,-252,-143,-36,-22
144,-263,-131,-37,-29
136,-266,-118,-28,-30
143,-263,-111,-13,-24
153,-258,-112,2,-16
158,-255,-120,11,-8
153,-253,-133,13,-2
140,-255,-148,11,2
132,-257,-163,9,3
134,-260,-176,10,3
149,-263,-186,16,1
168,-265,-193,23,-1
179,-267,-196,28,-2
176,-269,-196,31,-1
159,-270,-197,31,2
139,-272,-200,30,9
131,-275,-207,30,17
141,-280,-215,31,25
168,-285,-222,32,31
197,-292,-222,30,32
211,-300,-217,26,30
202,-307,-208,19,25
172,-312,-200,13,18
139,-314,-196,8,13
121,-314,-196,6,10
127,-310,-195,6,11
153,-306,-191,8,14
182,-301,-180,13,20
196,-296,-164,22,27
191,-290,-147,33,33
175,-286,-134,44,38
165,-285,-127,51,42
172,-287,-126,50,44
194,-294,-128,39,43
219,-305,-128,21,40
231,-317,-126,1,34
224,-328,-121,-17,28
203,-336,-115,-28,23
183,-340,-110,-31,22
172,-340,-107,-28,24
172,-338,-107,-19,29
177,-334,-109,-6,35
180,-329,-110,7,40
183,-320,-107,21,45
190,-310,-100,32,49
206,-300,-90,38,53
227,-294,-79,37,58
243,-294,-70,31,62
241,-301,-66,22,65
216,-312,-67,13,66
178,-322,-72,9,67
147,-330,-80,10,68
139,-332,-89,14,70
160,-330,-97,19,71
198,-325,-103,23,71
232,-321,-107,24,68
244,-317,-109,22,65
231,-313,-110,18,60
204,-309,-112,12,57
184,-305,-116,8,56
184,-302,-121,5,58
205,-299,-127,5,61
233,-295,-129,8,66
250,-289,-126,13,70
244,-279,-116,18,73
219,-266,-102,24,74
189,-250,-86,29,74
173,-232,-73,35,71
179,-214,-64,40,68
203,-200,-63,44,65
229,-189,-68,46,59
240,-184,-78,44,52
229,-186,-91,38,41
200,-191,-103,30,28
168,-199,-112,24,15
150,-206,-116,23,6
156,-209,-117,27,2
182,-206,-115,35,4
214,-199,-112,41,9
236,-190,-109,44,15
240,-180,-108,42,19
228,-172,-108,36,20
210,-167,-109,31,16
201,-162,-110,27,11
204,-158,-111,26,5
216,-153,-110,26,3
226,-149,-107,26,5
224,-146,-103,25,10
210,-146,-99,25,16
193,-150,-98,24,19
185,-156,-101,23,17
192,-161,-106,24,10
208,-162,-112,26,1
218,-157,-113,31,-7
208,-147,-106,36,-11
178,-135,-94,40,-11
141,-125,-79,42,-9
120,-120,-68,39,-9
131,-120,-66,33,-12
173,-122,-72,26,-17
225,-124,-83,23,-23
260,-124,-93,23,-28
260,-121,-97,28,-29
228,-118,-93,33,-29
187,-116,-84,36,-29
164,-116,-73,35,-29
173,-116,-65,31,-31
210,-115,-63,27,-32
253,-109,-64,27,-30
278,-100,-66,33,-25
277,-88,-65,41,-17
258,-77,-58,49,-10
241,-69,-49,52,-7
240,-63,-39,49,-9
259,-59,-35,40,-14
284,-56,-38,31,-20
299,-53,-47,26,-23
294,-50,-55,27,-21
273,-48,-59,34,-16
249,-48,-58,41,-12
234,-50,-54,45,-12
228,-54,-54,42,-15
225,-58,-62,34,-21
214,-61,-78,24,-26
194,-62,-96,15,-28
175,-61,-110,9,-26
171,-59,-114,5,-23
192,-58,-110,3,-21
230,-59,-102,0,-22
265,-62,-97,-1,-24
275,-67,-100,-1,-27
249,-73,-110,1,-30
197,-79,-123,3,-33
143,-83,-136,2,-37
110,-85,-145,-2,-42
109,-86,-151,-8,-48
134,-86,-154,-12,-53
164,-87,-157,-11,-54
181,-90,-158,-5,-52
177,-92,-158,7,-46
156,-94,-158,21,-40
131,-92,-157,35,-35
113,-87,-157,47,-34
108,-80,-158,56,-36
111,-73,-162,59,-41
116,-70,-165,58,-46
116,-72,-167,52,-49
109,-77,-165,42,-50
97,-82,-162,30,-48
85,-85,-157,20,-44
77,-86,-154,11,-42
73,-85,-153,5,-41
73,-85,-156,0,-43
74,-88,-161,-5,-44
75,-93,-167,-10,-44
76,-97,-175,-15,-43
77,-98,-184,-20,-39
77,-96,-191,-23,-36
75,-91,-196,-24,-32
69,-86,-195,-23,-28
